2.643428694848594205e+03,5.106146762388596017e+01,3.332157088340445661e+00
2.396618199161212033e+03,5.165376342124682907e+01,3.667868702353506816e+00
2.384949877308844862e+03,5.097917269698777432e+01,3.494643143109025907e+00
2.313690727564155623e+03,5.382701068045791715e+01,3.509631383019908846e+00
2.407911610428783206e+03,5.034287854045971500e+01,3.332032038369929783e+00
2.339133211754380227e+03,5.377203666191411457e+01,3.671723276808380731e+00
2.663064536824495917e+03,5.030564629796487708e+01,3.509082943221365714e+00
2.506894669825555866e+03,5.311106483871434136e+01,3.568108234355298780e+00
2.438800434265941931e+03,5.088505210725731587e+01,3.432308661126380667e+00
2.604087906847932572e+03,5.388768726762247496e+01,3.698526024245275323e+00
2.502589040205791207e+03,5.073156585411906860e+01,3.549229327379642474e+00
2.794299102428825790e+03,5.318058866917685634e+01,3.692837518201647740e+00
2.522721746513427661e+03,5.145881597339281655e+01,3.518634859254523128e+00
2.224411654936603554e+03,5.263808879252728445e+01,3.363423485843441085e+00
2.433034240291528477e+03,5.092058029395818863e+01,3.342090437645176326e+00
2.649787782098610478e+03,5.129950976861589140e+01,3.391916789341211658e+00
2.683476019531981819e+03,5.449109943291180969e+01,3.624896857233494529e+00
2.535053982872668712e+03,5.184837957176434742e+01,3.314381309898511763e+00
2.652075402980176477e+03,5.291532834057758095e+01,3.437913159133701768e+00
2.705424580975532081e+03,5.469904148306370928e+01,3.565279060980036885e+00
2.476613294276678062e+03,5.256764222840824630e+01,3.497046187668201078e+00
2.229290525456343403e+03,5.420477093481110842e+01,3.579169956264250718e+00
2.772256700391990307e+03,5.477366141426453083e+01,3.461514768025411470e+00
2.477185197198720289e+03,5.294324873715864044e+01,3.319750240378912309e+00
2.470352241547626818e+03,5.136078074742091815e+01,3.529412445009584953e+00
2.466601924757547295e+03,5.116349569933870356e+01,3.539411870203376331e+00
2.498401424261887314e+03,5.471945344645976661e+01,3.507221507708300656e+00
2.286791217530324957e+03,5.498299650403529881e+01,3.623860303794040227e+00
2.516690815775155897e+03,5.492501947076548419e+01,3.395420284450279880e+00
