2.376658653269847491e+03,6.062235769233782889e+01,2.590076996155537437e+00
2.275548380241213636e+03,4.992703200297430044e+01,3.737840218841802731e+00
1.580830073704201823e+03,6.373484859581200368e+01,2.617804361349777675e+00
3.868502472451357789e+03,5.958781367319487998e+01,2.741103054239238723e+00
3.994485051922004914e+03,4.356726746251467830e+01,3.152587033575036557e+00
2.200500564939502510e+03,4.906202545560605444e+01,2.845072231237288474e+00
2.440531311288138113e+03,5.442622501580375882e+01,2.076459546856419536e+00
3.028787974931654389e+03,4.045146315501817469e+01,3.765627045165919284e+00
2.682559900157004449e+03,5.660411068418883929e+01,3.495040362545703161e+00
1.811482785741263797e+03,5.643351226651057573e+01,2.394002826659789918e+00
1.395499257197278439e+03,5.266257524813003954e+01,2.367008342491676132e+00
3.546096991138133944e+03,5.283860040883445919e+01,3.912315872455366161e+00
3.893267719542436225e+03,5.831486053061640717e+01,2.480969985946905876e+00
2.734214394968267698e+03,6.400678654251072430e+01,3.938421745057024470e+00
1.915408742614654784e+03,4.672099712133525173e+01,3.991215185074122651e+00
2.508169351498766446e+03,5.440383355220589578e+01,3.292614453459304702e+00
1.838404225868407821e+03,4.727523680615730228e+01,3.582957269025333957e+00
3.693210842303226400e+03,6.026596895133169340e+01,3.353062504227733776e+00
2.272919621353889397e+03,5.593392806039375387e+01,3.220644640536368897e+00
3.815973210911004571e+03,6.196220880374970363e+01,3.579735932226490114e+00
2.305974150870439644e+03,5.003708008293872922e+01,2.280414774616613016e+00
1.483138883095527490e+03,4.929598309108633458e+01,3.957251195152934109e+00
3.485983830222018696e+03,5.750793202126783399e+01,3.118723552450680003e+00
1.898372782187191206e+03,4.980741462395310748e+01,2.208460906751360753e+00
2.656619605462237359e+03,5.369700447634194518e+01,2.202080434171212353e+00
1.108970870601304568e+03,5.813713416495588149e+01,2.988286899503263427e+00
1.388592278104829802e+03,4.660507892495156312e+01,3.985121037752042294e+00
1.859988885015678079e+03,5.623923263671007788e+01,2.539147246852459183e+00
3.764279754543962099e+03,4.479175557737726621e+01,2.882452936480229599e+00
3.254866151682520467e+03,6.362947243809958309e+01,2.144522166430610888e+00
3.973456036272747497e+03,6.168382989072330957e+01,2.119961005563014034e+00
1.098174262544211160e+03,5.826460698337128008e+01,3.088088560537589622e+00
3.271989550597175821e+03,4.555890174586907904e+01,2.899993280117643568e+00
1.307164683239775968e+03,4.731635795416958956e+01,2.623180796091285849e+00
1.723953255388099478e+03,5.009210886767692728e+01,3.656834228884121352e+00
1.629530622668085925e+03,6.454785823816008872e+01,2.331541165158366624e+00
3.827398765890900449e+03,4.455765755862451272e+01,2.558955537472801467e+00
3.605078119590757524e+03,4.274548477137029323e+01,2.612939795906815910e+00
3.859935789753652443e+03,4.491718739748443312e+01,3.445111640829673583e+00
3.486556367940354903e+03,4.795474774711252053e+01,2.785358733816375221e+00
1.172633930785056236e+03,5.277777617762362894e+01,2.061256304339059042e+00
1.970266035683984228e+03,4.119431762735581515e+01,3.359210918621213349e+00
2.102321104828506577e+03,6.193427230929744098e+01,2.549417590494415187e+00
2.596654422586962028e+03,6.207522606297712287e+01,2.017233313813958873e+00
1.212172705563268437e+03,6.481251598785016199e+01,2.820042040983519627e+00
3.877957991148377914e+03,5.525718357927391367e+01,3.126737402549308875e+00
3.215409162596365604e+03,5.306215876147894761e+01,3.459098484951777408e+00
1.674486758196510436e+03,6.040506923254585558e+01,3.474408564079814354e+00
1.054632415785799822e+03,5.021596095533812587e+01,2.531267476464557742e+00
2.983966076572323800e+03,4.231416063649737680e+01,2.629605572938838343e+00
3.228823734653407428e+03,5.256685880093149166e+01,3.135840722699809291e+00
2.745593829404532698e+03,5.677661320570079795e+01,2.058200098042110682e+00
1.550872336619542693e+03,4.081435233198474322e+01,3.307755974053789849e+00
2.163081675923971488e+03,4.003677759803360203e+01,3.248347875491831793e+00
1.564371498848389365e+03,5.422095037699551767e+01,2.836194392237471718e+00
2.147201598341831414e+03,5.901129331881439555e+01,2.313096009396362618e+00
2.118377634872817907e+03,4.067410026679834090e+01,3.015157614472698810e+00
1.211355376446991613e+03,4.352361275890726944e+01,2.650423901330901444e+00
3.558361137285802215e+03,4.456825495604581988e+01,3.317187696760300675e+00
3.104793659503764502e+03,4.201812837166709613e+01,3.511758276466244943e+00
3.122721108022952649e+03,4.308401231290844180e+01,3.662692057737663376e+00
3.237620716836614065e+03,4.441099196266934257e+01,2.935569183904258139e+00
1.524392271054900448e+03,5.248175855811396673e+01,2.014053199939297656e+00
3.790304000990872737e+03,4.863717641474912767e+01,3.420205489989084580e+00
1.910464134809787311e+03,4.274821901334716046e+01,2.981860194575172152e+00
2.756215439886478634e+03,6.472888702789160220e+01,2.482347405568906318e+00
1.436288636692787804e+03,5.873072955015859975e+01,2.275602835353002007e+00
2.495992378877260307e+03,4.544207355070988541e+01,2.746882396914007263e+00
3.182849145357326961e+03,4.622565535129962910e+01,3.042534184122791974e+00
3.981603438876472410e+03,4.286756370829800744e+01,3.277010768614982084e+00
3.021488034670085653e+03,4.450335358168393896e+01,3.563556843315295986e+00
3.495080475884966745e+03,4.024058362241073183e+01,2.036002640309469314e+00
2.769178866027376898e+03,5.563303707617585303e+01,3.135488034820403946e+00
3.581936930633368320e+03,5.824838440611939916e+01,3.237581277224022003e+00
3.836998506888152860e+03,5.548565053713630135e+01,2.514101222218213749e+00
2.204100229626765213e+03,4.267233580481401134e+01,2.444628591756393465e+00
1.235063464187371210e+03,5.635376766534635351e+01,3.895639466706715570e+00
1.672164588765498593e+03,6.405891707509701405e+01,2.776393275885336465e+00
2.869948671998629834e+03,5.724487326014788380e+01,3.330287663100541806e+00
3.947278742250580308e+03,4.644635749766061394e+01,3.301272358380941796e+00
3.961639294763015187e+03,4.259759443715276461e+01,2.681961763865896131e+00
3.069724995688816762e+03,6.253082512465535103e+01,3.330803349645532485e+00
3.847893933583864964e+03,5.623714145228072425e+01,3.622705790912137402e+00
3.448875378880358767e+03,5.141359487929513250e+01,2.281326741075768716e+00
1.894048996277307197e+03,6.000811249465647279e+01,3.194989099631595941e+00
1.046948238288190169e+03,6.088042490377553406e+01,2.841238158036318850e+00
2.998011539893549525e+03,5.791458028532453994e+01,3.134486725195294810e+00
1.186348021006066801e+03,5.147683252196300430e+01,3.015075881523723744e+00
3.119451240142191637e+03,6.468691379748463532e+01,2.136877617485367420e+00
3.259549321320572290e+03,6.434837306698763371e+01,2.003756322141545976e+00
3.426896326912476525e+03,4.791585492595376650e+01,2.066427351872061724e+00
3.983016228929825502e+03,4.468073006413550274e+01,2.879822425962038857e+00
1.614941319367385859e+03,5.082187659176999261e+01,3.936388615141663827e+00
1.282123414154847978e+03,4.477623212351326032e+01,2.995073903078893096e+00
1.559367390564244488e+03,6.082841606161275649e+01,2.105976204104673233e+00
2.611707661218059002e+03,4.336389919930683590e+01,2.357825203595713681e+00
3.233793977414797610e+03,5.949994193999897618e+01,3.815804396481586203e+00
3.242315081669968549e+03,5.233560389393029766e+01,3.084468984278264436e+00
2.302818972042954101e+03,4.352081229415991714e+01,2.825876326732569943e+00
2.440885800824399212e+03,4.396908591311211012e+01,3.198670225332665318e+00
